lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
1.0,0.0,264.0,20.0,33.0,1.2,0.8,42849.0,13858.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,59.2,68.6,1.2,7047.0,1844979.0,96.0
1.0,1.0,247.0,28.0,35.0,0.2,0.2,10410.0,14684.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,15.6,16.8,1.0,5267.0,1858240.0,97.0
3.0,2.0,325.0,28.0,34.0,0.2,0.2,93859.0,27823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,7728.0,1871744.0,96.0
0.0,0.0,264.0,43.0,30.0,0.2,0.2,242664.0,22158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.2,1.2,7598.0,1879750.0,98.0
1.0,1.0,170.0,13.0,17.0,0.2,0.2,31363.0,11635.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,16.4,18.0,1.0,7248.0,1875328.0,98.0
0.0,0.0,197.0,12.0,13.0,0.2,0.2,815.0,11485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,17.2,1.0,579.0,1732672.0,97.0
0.0,0.0,155.0,10.0,23.0,0.2,0.2,452.0,31807.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,15.6,17.2,1.0,1345.0,1761811.0,97.0
0.0,0.0,173.0,17.0,20.0,0.2,0.2,456.0,4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.8,1.0,7306.0,1863872.0,98.0
2.0,1.0,306.0,18.0,26.0,1.0,1.0,18417.0,62482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,74.0,1.2,7544.0,1865267.0,95.0
1.0,1.0,377.0,57.0,20.0,0.4,0.4,341112.0,44148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.87,34.27,1.8,7041.0,1858289.0,97.0
2.0,0.0,2579.0,106.0,76.0,0.8,0.4,11166.0,7333.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,48.0,66.0,1.0,474.0,1730904.0,93.0
0.0,0.0,455.0,65.0,32.0,0.2,0.2,16881.0,7823.0,1.8,1.8,1.8,0.0,0.2,0.2,0.4,15.17,16.77,1.0,218.0,1756128.0,98.0
0.0,0.0,183.0,26.0,25.0,0.2,0.2,552.0,6790.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.57,17.17,1.0,431.0,1753792.0,98.0
1.0,0.0,341.0,44.0,47.0,0.6,0.6,913.0,23172.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,50.4,50.8,1.0,587.0,1730664.0,95.0
0.0,0.0,193.0,15.0,25.0,0.2,0.2,2179.0,7422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,7105.0,1873392.0,98.0
2.0,1.0,542.0,89.0,65.0,0.4,0.4,2453.0,16876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,40.6,2.2,667.0,1721728.0,96.0
2.0,2.0,1668.0,73.0,61.0,0.2,0.2,7043.0,12137.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.6,16.8,2.0,2083.0,1720422.0,96.0
1.0,1.0,192.0,16.0,21.0,0.2,0.2,8965.0,8202.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.37,16.77,1.6,7159.0,1859791.0,98.0
1.0,0.0,506.0,41.0,25.0,0.4,1.4,1401.0,4161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,26.8,2.0,1350.0,1713304.0,96.0
1.0,0.0,2214.0,94.0,75.0,0.6,0.6,18542.0,11875.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,30.6,41.8,4.0,602.0,1638376.0,93.0
4.0,1.0,419.0,69.0,72.0,0.4,0.4,2858.0,33835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,53.8,2.0,6653.0,1708432.0,97.0
0.0,0.0,180.0,19.0,18.0,0.2,0.2,15803.0,23954.0,2.59,2.59,2.4,0.0,0.2,1.0,1.4,15.77,17.76,1.0,285.0,1752255.0,96.0
1.0,1.0,960.0,51.0,40.0,0.2,0.2,108053.0,44913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.4,6930.0,1879101.0,97.0
12.0,18.0,177.0,16.0,16.0,0.2,0.2,732.0,6992.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,15.6,17.2,1.0,1322.0,1746112.0,98.0
0.0,0.0,201.0,9.0,15.0,0.2,0.2,2103.0,23567.0,0.0,0.0,0.0,0.0,0.0,1.2,1.4,15.6,17.2,1.0,592.0,1752840.0,96.0
0.0,0.0,620.0,73.0,37.0,0.2,0.2,85768.0,9920.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,16.6,19.4,1.4,658.0,1731074.0,96.0
1.0,1.0,310.0,14.0,31.0,0.2,0.2,6266.0,127742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,16.8,1.0,6870.0,1853226.0,98.0
12.0,3.0,563.0,27.0,23.0,0.8,0.8,20028.0,13118.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,58.68,75.05,1.0,6412.0,1846159.0,96.0
2.0,0.0,465.0,51.0,64.0,1.0,0.4,20285.0,50349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.51,71.14,1.0,7515.0,1867968.0,96.0
1.0,1.0,224.0,27.0,22.0,0.2,0.2,93905.0,10793.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.63,16.83,2.2,7426.0,1869323.0,97.0
0.0,0.0,139.0,10.0,15.0,0.2,0.2,1088.0,12201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.97,16.77,1.0,6570.0,1847401.0,99.0
0.0,0.0,656.0,46.0,33.0,0.4,1.6,1306.0,14762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,23.2,1.4,7786.0,1879430.0,97.0
0.0,0.0,219.0,29.0,24.0,0.2,0.2,84857.0,13021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,16.83,1.6,7310.0,1867463.0,98.0
0.0,0.0,230.0,35.0,14.0,0.2,0.2,169196.0,5037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.83,16.83,1.0,7398.0,1869339.0,98.0
2.0,1.0,210.0,25.0,32.0,0.2,0.2,11974.0,22876.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,15.6,16.8,1.2,6169.0,1855749.0,98.0
1.0,0.0,344.0,35.0,47.0,0.8,1.0,1606.0,4855.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,47.4,82.4,1.8,792.0,1760419.0,90.0
2.0,1.0,196.0,16.0,20.0,0.2,0.2,7038.0,10748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.83,16.83,1.0,7354.0,1869587.0,99.0
0.0,0.0,280.0,15.0,22.0,0.4,0.4,16155.0,13745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,50.6,1.4,7192.0,1874133.0,97.0
2.0,1.0,163.0,10.0,18.0,0.2,0.2,427.0,25545.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,15.6,17.0,1.0,6470.0,1855784.0,98.0
0.0,0.0,303.0,76.0,62.0,0.2,0.2,1029.0,8293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,1344.0,1761853.0,98.0
1.0,1.0,2021.0,93.0,96.0,0.2,0.2,105905.0,9499.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,17.6,19.0,2.0,630.0,1718893.0,95.0
1.0,1.0,171.0,16.0,15.0,0.2,0.2,7578.0,2380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.23,16.83,2.0,9865.0,1873443.0,98.0
2.0,1.0,162.0,12.0,15.0,0.2,0.2,7609.0,14038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.8,1.0,6356.0,1848880.0,99.0
1.0,1.0,368.0,26.0,23.0,0.2,0.2,3796.0,10090.0,3.2,3.6,3.6,0.0,0.0,0.6,0.6,18.6,19.2,1.6,165.0,1741878.0,91.0
0.0,0.0,200.0,18.0,22.0,0.2,0.2,641.0,7160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,17.0,1.8,4133.0,1781096.0,94.0
1.0,1.0,249.0,34.0,27.0,0.2,0.2,91624.0,10687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,17.8,1.4,7600.0,1869464.0,97.0
0.0,0.0,279.0,31.0,30.0,0.2,0.2,109280.0,34524.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,15.03,17.64,1.4,2039.0,1770862.0,91.0
0.0,0.0,574.0,41.0,39.0,0.2,0.2,1714.0,16923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,16.8,2.0,1053.0,1763003.0,93.0
3.0,2.0,267.0,35.0,30.0,0.2,0.2,9632.0,14033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.17,18.16,1.0,647.0,1748749.0,98.0
1.0,0.0,1763.0,72.0,61.0,0.8,1.2,4240.0,9021.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,64.0,76.8,1.4,1345.0,1746206.0,94.0
1.0,1.0,202.0,18.0,36.0,0.2,0.2,13420.0,4559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,17.0,1.0,7219.0,1847104.0,98.0
2.0,1.0,172.0,12.0,12.0,0.2,0.2,6991.0,2794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,8498.0,1866072.0,98.0
1.0,0.0,2832.0,131.0,92.0,0.2,0.2,9102.0,53734.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,15.6,23.6,2.0,506.0,1629285.0,95.0
1.0,1.0,755.0,72.0,47.0,0.2,0.2,3357.0,10955.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,21.04,17.64,1.4,1266.0,1749158.0,97.0
0.0,0.0,1136.0,36.0,35.0,0.2,0.2,1376.0,15696.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,15.63,17.23,1.0,1838.0,1756040.0,96.0
1.0,0.0,438.0,19.0,19.0,0.8,2.4,5598.0,7819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.69,65.33,1.0,1756.0,1774116.0,97.0
1.0,1.0,694.0,30.0,35.0,0.6,1.0,7099.0,110246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,51.7,1.2,6825.0,1849464.0,96.0
17.0,22.0,254.0,24.0,44.0,0.2,0.2,7140.0,28377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.96,16.77,1.0,7465.0,1865982.0,96.0
1.0,0.0,226.0,12.0,25.0,0.4,0.4,441.0,13364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,33.4,1.0,7645.0,1869835.0,97.0
0.0,0.0,280.0,12.0,9.0,0.2,0.2,13785.0,3165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,2.4,4581.0,1731592.0,97.0
0.0,0.0,261.0,35.0,24.0,0.2,0.2,28174.0,9750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,7195.0,1847059.0,97.0
1.0,0.0,2263.0,91.0,84.0,0.2,0.2,100381.0,33249.0,1.8,2.4,2.4,0.0,0.4,1.0,1.0,15.4,23.2,1.2,161.0,1751042.0,94.0
1.0,0.0,1388.0,79.0,47.0,0.2,0.2,33134.0,19325.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,21.6,22.0,2.2,1398.0,1753746.0,89.0
2.0,2.0,322.0,41.0,46.0,0.2,0.2,25489.0,31649.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,26.4,19.2,1.0,1703.0,1772248.0,88.0
4.0,0.0,418.0,30.0,29.0,0.8,1.0,3959.0,10679.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,61.0,73.2,2.4,6355.0,1702592.0,96.0
0.0,0.0,109.0,10.0,13.0,0.0,0.0,278.0,7934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,8493.0,1866040.0,99.0
7.0,14.0,1497.0,69.0,69.0,0.2,0.2,11560.0,34500.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,15.0,20.8,1.2,151.0,1750891.0,95.0
1.0,0.0,280.0,12.0,15.0,0.6,0.6,1076.0,5271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.7,54.71,1.0,7425.0,1869494.0,98.0
1.0,1.0,158.0,13.0,13.0,0.2,0.2,11119.0,16475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57,16.77,1.2,8609.0,1864503.0,99.0
0.0,0.0,299.0,21.0,28.0,0.2,0.2,880.0,17742.0,0.4,0.4,0.4,0.0,0.2,0.0,0.0,15.4,16.8,1.2,263.0,1750872.0,97.0
1.0,1.0,218.0,15.0,36.0,0.2,0.2,11913.0,29452.0,0.0,0.0,0.0,0.0,0.0,0.8,1.6,15.4,16.8,1.0,7451.0,1876208.0,99.0
2.0,1.0,406.0,41.0,32.0,0.2,0.2,3373.0,7138.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,15.6,18.2,1.0,579.0,1752968.0,98.0
1.0,1.0,262.0,51.0,18.0,0.0,0.0,33784.0,8661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,7.6,2.0,7393.0,1865390.0,98.0
0.0,0.0,417.0,61.0,44.0,0.2,0.2,1454.0,8594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,2.0,2100.0,1720376.0,97.0
0.0,0.0,367.0,53.0,44.0,0.2,0.2,7422.0,11407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.97,16.77,1.0,1101.0,1740180.0,95.0
10.0,3.0,417.0,23.0,40.0,0.4,0.4,26568.0,27852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.6,1.0,6217.0,1856637.0,98.0
24.0,37.0,230.0,26.0,40.0,0.2,0.2,3618.0,4979.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.8,16.8,1.0,7074.0,1846032.0,96.0
1.0,0.0,1965.0,62.0,62.0,0.2,0.2,7315.0,52915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,16.8,2.0,2094.0,1642685.0,98.0
1.0,1.0,2078.0,94.0,97.0,0.4,0.4,30254.0,10055.0,0.2,0.2,0.2,0.0,0.0,1.0,1.4,23.8,40.0,2.2,313.0,1716179.0,95.0
3.0,1.0,318.0,31.0,25.0,0.4,0.4,117159.0,4530.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,35.6,40.0,2.0,4676.0,1847632.0,97.0
1.0,1.0,201.0,28.0,20.0,0.2,0.2,21164.0,4068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,16.8,1.2,7218.0,1847104.0,98.0
0.0,0.0,760.0,82.0,48.0,0.2,0.2,1818.0,9486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,16.8,2.0,651.0,1760472.0,91.0
1.0,1.0,364.0,35.0,51.0,0.2,0.2,8962.0,39416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,16.8,1.0,5986.0,1864160.0,96.0
2.0,1.0,1148.0,21.0,30.0,0.4,0.8,8675.0,6147.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,36.8,34.0,1.0,4918.0,1829331.0,97.0
0.0,0.0,138.0,9.0,10.0,0.2,0.2,1046.0,7427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,16.83,1.0,6363.0,1852585.0,98.0
0.0,0.0,234.0,19.0,21.0,0.2,0.2,704.0,9040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.8,1.6,7547.0,1870227.0,98.0
1.0,0.0,725.0,92.0,77.0,0.6,0.6,35358.0,12244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4,49.6,1.2,673.0,1760488.0,90.0
0.0,0.0,786.0,69.0,44.0,0.2,0.2,5189.0,25007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,17.0,1.4,762.0,1750550.0,92.0
0.0,0.0,305.0,95.0,22.0,0.2,0.2,88105.0,14491.0,0.0,0.0,0.0,0.0,0.0,5.21,5.21,13.03,26.25,1.2,1597.0,1784334.0,97.0
1.0,0.0,220.0,12.0,19.0,0.4,0.4,2501.0,8204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,33.6,1.0,5782.0,1864648.0,96.0
1.0,1.0,792.0,46.0,36.0,0.2,0.2,8631.0,9915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,16.8,1.2,7660.0,1871155.0,96.0
6.0,5.0,166.0,12.0,16.0,0.4,0.2,1256.0,6319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,23.4,1.0,1713.0,1779874.0,97.0
1.0,1.0,214.0,16.0,20.0,0.2,0.2,7013.0,6313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,7246.0,1863656.0,98.0
0.0,0.0,195.0,42.0,23.0,0.0,0.0,10043.0,15587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,3.8,1.4,1387.0,1753355.0,93.0
0.0,0.0,347.0,29.0,25.0,0.4,0.4,19254.0,12714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,40.4,1.8,994.0,1765360.0,92.0
0.0,0.0,217.0,17.0,46.0,0.2,0.2,1977.0,49154.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,15.6,17.8,1.0,479.0,1730376.0,97.0
2.0,1.0,197.0,14.0,23.0,0.2,0.2,6998.0,12768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.2,5382.0,1860022.0,97.0
0.0,0.0,313.0,26.0,33.0,0.2,0.2,22208.0,30376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,17.6,1.4,1857.0,1767232.0,91.0
1.0,0.0,139.0,11.0,16.0,0.2,0.2,433.0,12587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57,17.17,1.0,8475.0,1862328.0,98.0
1.0,0.0,287.0,29.0,39.0,0.2,0.2,25343.0,35325.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.57,17.76,1.4,1863.0,1763816.0,90.0
1.0,1.0,152.0,8.0,13.0,0.2,0.2,6994.0,4155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.2,6455.0,1871482.0,99.0
3.0,2.0,253.0,23.0,24.0,0.2,0.2,2158.0,7345.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,16.0,17.0,1.0,6613.0,1859304.0,97.0
4.0,3.0,272.0,27.0,28.0,0.4,0.4,35210.0,11609.0,0.0,0.0,0.0,0.0,0.0,3.0,4.6,34.4,39.6,1.0,7283.0,1863856.0,97.0
1.0,0.0,224.0,15.0,20.0,0.4,0.4,624.0,6824.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,41.48,35.27,1.0,1660.0,1785451.0,98.0
1.0,1.0,198.0,18.0,22.0,0.2,0.2,7045.0,10484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,16.83,1.2,7352.0,1869571.0,98.0
0.0,0.0,802.0,28.0,31.0,0.2,0.2,4235.0,54696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,16.8,1.0,6799.0,1853384.0,98.0
1.0,1.0,484.0,53.0,27.0,0.4,0.4,133297.0,20706.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8,31.0,43.0,1.0,8767.0,1835240.0,97.0
0.0,0.0,221.0,31.0,31.0,0.2,0.2,15128.0,19723.0,0.0,0.0,0.0,0.0,0.0,2.2,3.0,16.6,26.8,1.0,661.0,1734496.0,96.0
1.0,1.0,210.0,15.0,28.0,0.2,0.2,26812.0,13536.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,15.8,17.4,1.0,7261.0,1875328.0,98.0
1.0,0.0,146.0,9.0,9.0,0.2,0.2,986.0,3941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,16.8,1.0,7203.0,1847472.0,99.0
0.0,0.0,356.0,56.0,23.0,0.2,0.2,340971.0,51221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.03,17.03,1.6,7491.0,1868151.0,98.0
2.0,1.0,205.0,16.0,16.0,0.2,0.2,23724.0,5015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,18.0,1.0,8438.0,1865707.0,98.0
1.0,1.0,262.0,49.0,13.0,0.2,0.2,36285.0,9884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,16.8,1.8,7914.0,1869864.0,98.0
2.0,0.0,692.0,87.0,62.0,1.0,0.4,33394.0,5284.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,59.0,78.4,2.0,391.0,1717506.0,95.0
0.0,0.0,160.0,8.0,28.0,0.2,0.2,1014.0,28847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,7571.0,1877232.0,98.0
11.0,15.0,217.0,15.0,34.0,0.2,0.2,5339.0,19480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,7292.0,1875112.0,98.0
0.0,0.0,142.0,9.0,13.0,0.2,0.2,439.0,7710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57,16.77,1.0,7635.0,1866172.0,98.0
1.0,0.0,291.0,31.0,36.0,0.2,0.2,13411.0,9400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,18.0,1.0,417.0,1753864.0,95.0
0.0,0.0,658.0,25.0,22.0,0.2,0.2,989.0,9206.0,0.8,0.8,0.8,0.0,0.0,0.8,0.8,15.6,16.8,1.0,284.0,1751064.0,97.0
1.0,0.0,253.0,37.0,31.0,0.2,0.2,781.0,8619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,2.0,6167.0,1723842.0,98.0
1.0,0.0,746.0,115.0,86.0,0.2,0.2,7705.0,17882.0,0.0,0.0,0.0,0.0,0.0,1.6,1.8,15.57,16.77,1.0,381.0,1739376.0,96.0
2.0,0.0,326.0,55.0,42.0,0.4,0.4,1323.0,6704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,36.4,2.0,6353.0,1724304.0,98.0
2.0,1.0,243.0,27.0,28.0,0.2,0.2,1676.0,5507.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,21.36,33.33,1.0,7302.0,1861143.0,97.0
1.0,0.0,572.0,67.0,50.0,0.2,0.2,34560.0,9750.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,16.0,18.6,2.2,1347.0,1713429.0,97.0
0.0,0.0,266.0,19.0,43.0,0.2,0.2,4582.0,15903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,16.8,1.2,7293.0,1875112.0,99.0
0.0,0.0,148.0,10.0,15.0,0.2,0.2,417.0,1941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,6460.0,1871616.0,98.0
1.0,1.0,202.0,17.0,36.0,0.2,0.2,12392.0,4021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,5426.0,1862208.0,98.0
2.0,0.0,238.0,22.0,35.0,0.2,0.2,4108.0,30354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.37,16.77,2.0,6549.0,1702609.0,98.0
1.0,0.0,227.0,40.0,27.0,0.2,0.2,86832.0,9129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,18.0,1.2,1254.0,1760286.0,98.0
0.0,0.0,182.0,16.0,30.0,0.2,0.2,10672.0,35469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,2698.0,1771613.0,97.0
0.0,0.0,243.0,21.0,19.0,0.2,0.2,52466.0,69040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57,16.97,1.0,6823.0,1850258.0,98.0
1.0,1.0,235.0,19.0,25.0,0.2,0.2,7848.0,12733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,16.83,1.0,7478.0,1873331.0,98.0
2.0,1.0,1520.0,128.0,84.0,0.4,1.4,91932.0,12370.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,21.24,30.86,1.4,1174.0,1747784.0,95.0
2.0,1.0,205.0,23.0,21.0,0.2,0.2,11019.0,5549.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,22.8,1.0,7116.0,1847163.0,96.0
0.0,0.0,2333.0,112.0,143.0,0.2,0.2,5050.0,25855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,17.0,2.0,819.0,1720944.0,96.0
0.0,0.0,199.0,24.0,19.0,0.2,0.2,4935.0,9164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,17.0,1.0,7276.0,1847232.0,98.0
19.0,25.0,197.0,15.0,18.0,0.2,0.2,7457.0,4595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,17.0,1.2,7548.0,1870232.0,97.0
3.0,1.0,432.0,79.0,75.0,0.2,0.2,3966.0,18602.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,18.8,25.6,2.4,6355.0,1701950.0,93.0
0.0,0.0,1292.0,88.0,70.0,0.2,0.2,2222.0,10137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,16.8,2.0,2104.0,1720376.0,95.0
0.0,0.0,329.0,51.0,48.0,0.2,0.2,2236.0,13291.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,15.77,17.17,1.0,426.0,1723010.0,97.0
0.0,0.0,603.0,117.0,91.0,0.2,0.2,2101.0,12113.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.6,16.8,2.2,700.0,1721992.0,96.0
0.0,0.0,615.0,40.0,24.0,0.2,0.2,17074.0,9089.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,15.6,17.0,2.0,4592.0,1731704.0,98.0
0.0,0.0,556.0,47.0,36.0,0.2,0.2,1332.0,14788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,17.0,3.0,1277.0,1712936.0,97.0
5.0,1.0,330.0,39.0,38.0,0.4,0.4,34377.0,12185.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,37.8,47.6,1.4,633.0,1760253.0,90.0
0.0,0.0,1385.0,56.0,52.0,0.2,0.2,12446.0,20066.0,1.6,2.0,2.0,0.0,0.4,1.6,2.0,15.6,17.0,1.0,149.0,1750992.0,97.0
2.0,1.0,756.0,23.0,20.0,0.2,0.2,10505.0,4454.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,15.8,16.8,1.0,4602.0,1828424.0,98.0
1.0,1.0,254.0,16.0,43.0,0.6,0.6,2451.0,21013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,40.8,1.0,6220.0,1856464.0,97.0
21.0,27.0,227.0,25.0,26.0,0.2,0.2,7626.0,4544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.76,22.16,1.0,7373.0,1862322.0,96.0
0.0,0.0,259.0,17.0,34.0,0.4,0.4,17865.0,13867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,51.0,1.0,7188.0,1874112.0,98.0
